"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-08-28 13:31:21",1756387881740,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"lx6f2-1756387874359-e04ce1555f16","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] Previous-day fallback failed in error path: Error: Failed to fetch price data (prev-day on error): 403
    at <unknown> (.next/server/app/api/electricity-prices/route.js:1:8358)
    at async k (.next/server/app/api/monthly-production/route.js:1:9066)
    at async E (.next/server/app/api/electricity-prices/route.js:1:8169)
    at async k (.next/server/app/api/electricity-prices/route.js:1:12568)
    at async g (.next/server/app/api/electricity-prices/route.js:1:13571)
    at async K (.next/server/app/api/electricity-prices/route.js:1:14693)","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QJF95YGBJMWJQYKT9V","",-1
"2025-08-28 13:31:21",1756387881739,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"lx6f2-1756387874359-e04ce1555f16","vercel-screenshot/1.0","error","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Retry] All 3 attempts failed","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QJF95YGBJMWJQYKT9V","",-1
"2025-08-28 13:31:21",1756387881582,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"6lxzw-1756387874937-322c4bc566b0","vercel-screenshot/1.0","info","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] No fallback available, returning safe empty response","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881582,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"6lxzw-1756387874937-322c4bc566b0","vercel-screenshot/1.0","error","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[KV] Error reading prices:v2:DK2: Error [UrlError]: Upstash Redis client was passed an invalid URL. You should pass a URL starting with https. Received: ""https://clear-elephant-12254.upstash.io
"". 
    at new l (.next/server/chunks/6070.js:1:1311)
    at new a (.next/server/chunks/6070.js:1:56510)
    at new cD (.next/server/chunks/6070.js:1:57883)
    at cE (.next/server/chunks/6070.js:1:58358)
    at Object.get (.next/server/chunks/6070.js:1:59127)
    at g (.next/server/app/api/electricity-prices/route.js:1:15580)
    at E (.next/server/app/api/electricity-prices/route.js:1:9232)","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881581,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"6lxzw-1756387874937-322c4bc566b0","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Upstash Redis] The redis token contains whitespace or newline, which can cause errors!","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881581,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"6lxzw-1756387874937-322c4bc566b0","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Upstash Redis] The redis url contains whitespace or newline, which can cause errors!","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881581,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"6lxzw-1756387874937-322c4bc566b0","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] Previous-day fallback failed in error path: Error: Failed to fetch price data (prev-day on error): 403
    at <unknown> (.next/server/app/api/electricity-prices/route.js:1:8358)
    at async k (.next/server/app/api/electricity-prices/route.js:1:16202)
    at async E (.next/server/app/api/electricity-prices/route.js:1:8169)
    at async k (.next/server/app/api/electricity-prices/route.js:1:12568)
    at async g (.next/server/app/api/electricity-prices/route.js:1:13571)
    at async K (.next/server/app/api/electricity-prices/route.js:1:14693)","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881580,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"6lxzw-1756387874937-322c4bc566b0","vercel-screenshot/1.0","error","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Retry] All 3 attempts failed","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881571,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"zbjnh-1756387874724-217e52643715","vercel-screenshot/1.0","info","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] No fallback available, returning safe empty response","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881571,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"zbjnh-1756387874724-217e52643715","vercel-screenshot/1.0","error","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[KV] Error reading prices:v2:DK2: Error [UrlError]: Upstash Redis client was passed an invalid URL. You should pass a URL starting with https. Received: ""https://clear-elephant-12254.upstash.io
"". 
    at new l (.next/server/chunks/6070.js:1:1311)
    at new a (.next/server/chunks/6070.js:1:56510)
    at new cD (.next/server/chunks/6070.js:1:57883)
    at cE (.next/server/chunks/6070.js:1:58358)
    at Object.get (.next/server/chunks/6070.js:1:59127)
    at g (.next/server/app/api/electricity-prices/route.js:1:15580)
    at E (.next/server/app/api/electricity-prices/route.js:1:9232)","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881570,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"zbjnh-1756387874724-217e52643715","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Upstash Redis] The redis token contains whitespace or newline, which can cause errors!","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881570,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"zbjnh-1756387874724-217e52643715","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Upstash Redis] The redis url contains whitespace or newline, which can cause errors!","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881570,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"zbjnh-1756387874724-217e52643715","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] Previous-day fallback failed in error path: Error: Failed to fetch price data (prev-day on error): 403
    at <unknown> (.next/server/app/api/electricity-prices/route.js:1:8358)
    at async k (.next/server/app/api/electricity-prices/route.js:1:16202)
    at async E (.next/server/app/api/electricity-prices/route.js:1:8169)
    at async k (.next/server/app/api/electricity-prices/route.js:1:12568)
    at async g (.next/server/app/api/electricity-prices/route.js:1:13571)
    at async K (.next/server/app/api/electricity-prices/route.js:1:14693)","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881569,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK2",-1,"zbjnh-1756387874724-217e52643715","vercel-screenshot/1.0","error","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Retry] All 3 attempts failed","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05P16ZCBPSYMY083236Y","",-1
"2025-08-28 13:31:21",1756387881527,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK1&date=2025-08-28",-1,"hq94r-1756387874391-a7422a5a173c","vercel-screenshot/1.0","info","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] No fallback available, returning safe empty response","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QEY0953NNAYDFAHYRQ","",-1
"2025-08-28 13:31:21",1756387881527,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK1&date=2025-08-28",-1,"hq94r-1756387874391-a7422a5a173c","vercel-screenshot/1.0","error","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[KV] Error reading prices:v2:DK1: Error [UrlError]: Upstash Redis client was passed an invalid URL. You should pass a URL starting with https. Received: ""https://clear-elephant-12254.upstash.io
"". 
    at new l (.next/server/chunks/6070.js:1:1311)
    at new a (.next/server/chunks/6070.js:1:56510)
    at new cD (.next/server/chunks/6070.js:1:57883)
    at cE (.next/server/chunks/6070.js:1:58358)
    at Object.get (.next/server/chunks/6070.js:1:59127)
    at g (.next/server/app/api/tariffs/route.js:1:879)
    at E (.next/server/app/api/electricity-prices/route.js:1:9232)","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QEY0953NNAYDFAHYRQ","",-1
"2025-08-28 13:31:21",1756387881526,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK1&date=2025-08-28",-1,"hq94r-1756387874391-a7422a5a173c","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Upstash Redis] The redis token contains whitespace or newline, which can cause errors!","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QEY0953NNAYDFAHYRQ","",-1
"2025-08-28 13:31:21",1756387881526,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK1&date=2025-08-28",-1,"hq94r-1756387874391-a7422a5a173c","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Upstash Redis] The redis url contains whitespace or newline, which can cause errors!","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QEY0953NNAYDFAHYRQ","",-1
"2025-08-28 13:31:21",1756387881526,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK1&date=2025-08-28",-1,"hq94r-1756387874391-a7422a5a173c","vercel-screenshot/1.0","warning","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] Previous-day fallback failed in error path: Error: Failed to fetch price data (prev-day on error): 403
    at <unknown> (.next/server/app/api/electricity-prices/route.js:1:8358)
    at async k (.next/server/app/api/tariffs/route.js:1:1501)
    at async E (.next/server/app/api/electricity-prices/route.js:1:8169)
    at async k (.next/server/app/api/electricity-prices/route.js:1:12568)
    at async g (.next/server/app/api/electricity-prices/route.js:1:13571)
    at async K (.next/server/app/api/electricity-prices/route.js:1:14693)","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QEY0953NNAYDFAHYRQ","",-1
"2025-08-28 13:31:21",1756387881526,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK1&date=2025-08-28",-1,"hq94r-1756387874391-a7422a5a173c","vercel-screenshot/1.0","error","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Retry] All 3 attempts failed","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QEY0953NNAYDFAHYRQ","",-1
"2025-08-28 13:31:21",1756387881421,"elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app/api/electricity-prices","GET","region=DK1&date=2025-08-28",-1,"fszt9-1756387875020-37b5bb73e1a3","vercel-screenshot/1.0","info","preview","","","lambda","/api/electricity-prices","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","elportal-forside-design-ojg4uz5ud-kaans-projects-ed7d7b92.vercel.app","dpl_Gw2s5JS2AkRtaMbii9MzTjzdJkz1",-1,"iad1",-1,-1,"[Prices] No fallback available, returning safe empty response","prj_sUCM7KlKwmVD5wKfREyFuiTZvO6O","","","01K3RE05QJF95YGBJMWJQYKT9V","",-1
